keyword,page_slug,hub,priority,search_intent,market,keyword_role,volume,kd,cpc,last_checked,tag_string
captain india vs profiletap pet tag,/captain-india-alternative,pet,P2,comparison,IN,secondary,,,,,hub:pet;priority:P2;intent:comparison;role:secondary
cat qr tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
dog qr tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
dog tag QR code,/products/pet-collar-tags,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
found item return qr tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
lost item qr tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
lost pet qr tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
lost pet tag,/products/pet-collar-tags,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
nfc dog tag guide india,/blog/nfc-dog-tag-guide-india,pet,P2,informational,IN,secondary,,,,,hub:pet;priority:P2;intent:informational;role:secondary
nfc pet tag vs rfid pet tag,/blog/pet-microchip-vs-qr-tag-india,pet,P2,informational,IN,secondary,,,,,hub:pet;priority:P2;intent:informational;role:secondary
pet id qr code,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
pet ID tag QR,/products/pet-collar-tags,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
pet qr tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
pet safety qr,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
pet safety tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
pets qr code,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
qr code for pet identification,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
qr code pet tag,/pet-id-profile,pet,P2,transactional,IN+GLOBAL,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
qr lost and found tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
QR pet tag,/products/pet-collar-tags,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
qr pet tag vs gps tracker india,/blog/pet-microchip-vs-qr-tag-india,pet,P2,informational,IN,secondary,,,,,hub:pet;priority:P2;intent:informational;role:secondary
recovery qr tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
return contact qr tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
smart dog tag india,/blog/nfc-dog-tag-guide-india,pet,P2,informational,IN,secondary,,,,,hub:pet;priority:P2;intent:informational;role:secondary
smart lost and found tag,/lost-and-found-qr-tag,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
smart pet tag india,/products/pet-collar-tags,pet,P2,transactional,IN,secondary,,,,,hub:pet;priority:P2;intent:transactional;role:secondary
what is nfc pet tag,/blog/nfc-dog-tag-guide-india,pet,P2,informational,IN,secondary,,,,,hub:pet;priority:P2;intent:informational;role:secondary
how to track lost luggage india,/blog/how-to-track-lost-luggage-india,travel,P2,informational,IN,primary,,,,,hub:travel;priority:P2;intent:informational;role:primary
smart luggage tag QR,/products/luggage-tags,travel,P2,transactional,IN,primary,,,,,hub:travel;priority:P2;intent:transactional;role:primary
smart luggage tag vs airtag india blog,/blog/smart-luggage-tag-vs-airtag-india,travel,P2,informational,IN,primary,,,,,hub:travel;priority:P2;intent:informational;role:primary
airtag vs qr luggage tag,/blog/smart-luggage-tag-vs-airtag-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
best luggage tracker india,/blog/smart-luggage-tag-vs-airtag-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
custom luggage tag,/products/luggage-tags,travel,P2,transactional,IN,secondary,,,,,hub:travel;priority:P2;intent:transactional;role:secondary
lost bag at airport india,/blog/how-to-track-lost-luggage-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
luggage recovery tips india,/blog/how-to-track-lost-luggage-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
luggage tag vs bluetooth tracker,/blog/smart-luggage-tag-vs-airtag-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
QR luggage tag india,/products/luggage-tags,travel,P2,transactional,IN,secondary,,,,,hub:travel;priority:P2;intent:transactional;role:secondary
smart luggage tag,/products/luggage-tags,travel,P2,transactional,IN,secondary,,,,,hub:travel;priority:P2;intent:transactional;role:secondary
travel luggage tag QR,/products/luggage-tags,travel,P2,transactional,IN,secondary,,,,,hub:travel;priority:P2;intent:transactional;role:secondary
what to do when luggage is lost india,/blog/how-to-track-lost-luggage-india,travel,P2,informational,IN,secondary,,,,,hub:travel;priority:P2;intent:informational;role:secondary
car QR code sticker india,/products/car-stickers,vehicle,P2,transactional,IN,primary,,,,,hub:vehicle;priority:P2;intent:transactional;role:primary
delivery bike qr tag india,/blog/delivery-rider-safety-tag-india,vehicle,P2,informational,IN,primary,,,,,hub:vehicle;priority:P2;intent:informational;role:primary
helmet qr sticker india,/helmet-qr-sticker-india,vehicle,P2,transactional,IN,primary,,,,,hub:vehicle;priority:P2;intent:transactional;role:primary
helmet safety qr sticker guide india,/blog/helmet-safety-qr-sticker-guide-india,vehicle,P2,informational,IN,primary,,,,,hub:vehicle;priority:P2;intent:informational;role:primary
vehicle qr code sticker,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,primary,,,,,hub:vehicle;priority:P2;intent:transactional;role:primary
vehitag alternative,/vehitag-alternative,vehicle,P2,comparison,IN,primary,,,,,hub:vehicle;priority:P2;intent:comparison;role:primary
best helmet qr sticker india,/blog/helmet-safety-qr-sticker-guide-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
best vehitag alternative india,/vehitag-alternative,vehicle,P2,comparison,IN,secondary,,,,,hub:vehicle;priority:P2;intent:comparison;role:secondary
bike helmet safety sticker india,/helmet-qr-sticker-india,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
bike qr code tag,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
bike QR sticker,/products/car-stickers,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
car owner contact qr code,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
car parking sticker QR,/products/car-stickers,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
car qr code sticker,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
delivery rider safety sticker india,/blog/delivery-rider-safety-tag-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
emergency contact car sticker,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
food delivery bike safety tag india,/blog/delivery-rider-safety-tag-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
parking contact qr code,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
parking contact sticker,/products/car-stickers,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
rider qr safety tag india,/helmet-qr-sticker-india,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
rider safety qr tag india,/blog/helmet-safety-qr-sticker-guide-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
two wheeler helmet sticker qr,/helmet-qr-sticker-india,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
two wheeler safety sticker guide,/blog/helmet-safety-qr-sticker-guide-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
vehicle owner contact qr,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
vehicle QR sticker,/products/car-stickers,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
vehicle qr sticker alternative india,/vehitag-alternative,vehicle,P2,comparison,IN,secondary,,,,,hub:vehicle;priority:P2;intent:comparison;role:secondary
vehitag vs profiletap,/vehitag-alternative,vehicle,P2,comparison,IN,secondary,,,,,hub:vehicle;priority:P2;intent:comparison;role:secondary
wrong parking qr sticker,/vehicle-qr-code-sticker,vehicle,P2,transactional,IN,secondary,,,,,hub:vehicle;priority:P2;intent:transactional;role:secondary
zomato swiggy rider qr tag,/blog/delivery-rider-safety-tag-india,vehicle,P2,informational,IN,secondary,,,,,hub:vehicle;priority:P2;intent:informational;role:secondary
ai business assistant india,/blog/ai-assistant-indian-business-guide,business,P3,informational,IN,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
ai business review management,/blog/ai-business-review-management-guide,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
best ai tools for small business 2026,/blog/ai-tools-small-business-india,business,P3,informational,IN,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
best digital business card for doctors in india,/blog/best-digital-business-card-for-doctors-india,business,P3,informational,IN,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
digital business card ahmedabad,/digital-business-card-ahmedabad,business,P3,transactional,IN,primary,,,,,hub:business;priority:P3;intent:transactional;role:primary
digital business card pune,/digital-business-card-pune,business,P3,transactional,IN,primary,,,,,hub:business;priority:P3;intent:transactional;role:primary
how nfc business cards work,/blog/how-nfc-business-cards-work,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
how qr code works,/blog/how-qr-code-works,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
how to create a digital business card for your business,/blog/how-to-create-digital-business-card,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
how to use nfc business card,/blog/how-to-use-nfc-business-card,business,P3,informational,IN,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
nfc business card vs qr code,/blog/nfc-business-card-vs-qr-code,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
paper business card vs digital business card,/blog/paper-vs-digital-business-card,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
what is digital business card,/blog/what-is-digital-business-card,business,P3,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P3;intent:informational;role:primary
digital visiting card ahmedabad,/digital-business-card-ahmedabad,business,P3,transactional,IN,secondary,,,,,hub:business;priority:P3;intent:transactional;role:secondary
digital visiting card pune,/digital-business-card-pune,business,P3,transactional,IN,secondary,,,,,hub:business;priority:P3;intent:transactional;role:secondary
nfc business card ahmedabad,/digital-business-card-ahmedabad,business,P3,transactional,IN,secondary,,,,,hub:business;priority:P3;intent:transactional;role:secondary
nfc business card pune,/digital-business-card-pune,business,P3,transactional,IN,secondary,,,,,hub:business;priority:P3;intent:transactional;role:secondary
best instagram bio ideas for creators,/blog/best-instagram-bio-ideas-for-creators,creator,P3,informational,IN+GLOBAL,primary,,,,,hub:creator;priority:P3;intent:informational;role:primary
best link in bio tools india,/blog/best-link-in-bio-tools-india,creator,P3,informational,IN,primary,,,,,hub:creator;priority:P3;intent:informational;role:primary
digital business card for influencers guide,/blog/digital-business-card-for-influencers-guide,creator,P3,informational,IN+GLOBAL,primary,,,,,hub:creator;priority:P3;intent:informational;role:primary
how to build personal brand online,/blog/how-to-build-personal-brand-online,creator,P3,informational,IN+GLOBAL,primary,,,,,hub:creator;priority:P3;intent:informational;role:primary
child safety tags india,/blog/child-safety-tags-guide-india,family_safety,P3,informational,IN,primary,,,,,hub:family_safety;priority:P3;intent:informational;role:primary
emergency contact card for kids,/blog/emergency-contact-card-for-kids,family_safety,P3,informational,IN+GLOBAL,primary,,,,,hub:family_safety;priority:P3;intent:informational;role:primary
family safety profile,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,primary,,,,,hub:family_safety;priority:P3;intent:commercial;role:primary
medical emergency qr code,/blog/medical-emergency-qr-code-guide,family_safety,P3,informational,IN+GLOBAL,primary,,,,,hub:family_safety;priority:P3;intent:informational;role:primary
child safe tag,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
child safety tags,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
children safety tags,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
family safety app apk,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
family safety app kya hai,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
family safety tags,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
family safety tool,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
kids safety name tags,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
safety tags for children,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
school bag safety tags,/family-safety-profile,family_safety,P3,commercial,IN+GLOBAL,secondary,,,,,hub:family_safety;priority:P3;intent:commercial;role:secondary
best pet id solutions india,/blog/best-pet-id-solutions-india,pet,P3,informational,IN,primary,,,,,hub:pet;priority:P3;intent:informational;role:primary
how pet qr tags work,/blog/how-pet-qr-tags-work,pet,P3,informational,IN+GLOBAL,primary,,,,,hub:pet;priority:P3;intent:informational;role:primary
how to make dog id tag qr code,/blog/how-to-make-dog-id-tag-qr,pet,P3,informational,IN+GLOBAL,primary,,,,,hub:pet;priority:P3;intent:informational;role:primary
lost pet prevention tips,/blog/lost-pet-prevention-tips-qr,pet,P3,informational,IN+GLOBAL,primary,,,,,hub:pet;priority:P3;intent:informational;role:primary
qr luggage tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,primary,,,,,hub:travel;priority:P3;intent:transactional;role:primary
smart luggage tag guide,/blog/smart-luggage-tag-guide,travel,P3,informational,IN+GLOBAL,primary,,,,,hub:travel;priority:P3;intent:informational;role:primary
travel qr code,/travel-profile,travel,P3,transactional,IN+GLOBAL,primary,,,,,hub:travel;priority:P3;intent:transactional;role:primary
travel safety tips qr codes,/blog/travel-safety-tips-qr-codes,travel,P3,informational,IN+GLOBAL,primary,,,,,hub:travel;priority:P3;intent:informational;role:primary
airport luggage qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
bag qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
digital travel profile,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
lost luggage qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
luggage qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
smart luggage tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
suitcase qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
tourist qr code,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
travel bag qr tag,/qr-luggage-tag,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
travel contact qr code,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
travel digital card,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
travel identity card,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
travel safety qr,/travel-profile,travel,P3,transactional,IN+GLOBAL,secondary,,,,,hub:travel;priority:P3;intent:transactional;role:secondary
bike qr code tag india,/blog/bike-qr-code-tag-india,vehicle,P3,informational,IN,primary,,,,,hub:vehicle;priority:P3;intent:informational;role:primary
parking contact qr code,/blog/parking-contact-qr-code-guide,vehicle,P3,informational,IN,primary,,,,,hub:vehicle;priority:P3;intent:informational;role:primary
vehicle emergency sticker guide,/blog/vehicle-emergency-sticker-guide,vehicle,P3,informational,IN+GLOBAL,primary,,,,,hub:vehicle;priority:P3;intent:informational;role:primary
vehicle qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,primary,,,,,hub:vehicle;priority:P3;intent:transactional;role:primary
automotive qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
car qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
qr code for vehicle registration,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
rc qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
vehicle details qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
vehicle verification qr code,/vehicle-profile,vehicle,P3,transactional,IN+GLOBAL,secondary,,,,,hub:vehicle;priority:P3;intent:transactional;role:secondary
